ts_code,year_week
000011.SZ,2024-W30
000011.SZ,2024-W31
000011.SZ,2024-W32
000011.SZ,2024-W33
000011.SZ,2024-W34
000011.SZ,2024-W35
000011.SZ,2024-W36
000011.SZ,2024-W37
000011.SZ,2024-W39
000011.SZ,2024-W42
000011.SZ,2024-W43
000011.SZ,2024-W44
000011.SZ,2024-W45
000011.SZ,2024-W46
000011.SZ,2024-W47
000011.SZ,2024-W48
000011.SZ,2024-W49
000011.SZ,2024-W50
000011.SZ,2024-W51
000011.SZ,2024-W52
000011.SZ,2025-W02
000011.SZ,2025-W03
000011.SZ,2025-W04
000011.SZ,2025-W07
000011.SZ,2025-W08
000011.SZ,2025-W09
000011.SZ,2025-W10
000011.SZ,2025-W11
000011.SZ,2025-W12
000011.SZ,2025-W13
000011.SZ,2025-W15
000011.SZ,2025-W16
000011.SZ,2025-W17
000011.SZ,2025-W20
000011.SZ,2025-W21
000011.SZ,2025-W22
000011.SZ,2025-W24
000011.SZ,2025-W25
000011.SZ,2025-W26
000011.SZ,2025-W27
000011.SZ,2025-W28
000011.SZ,2025-W29
000011.SZ,2025-W30
000011.SZ,2025-W31
000011.SZ,2025-W32
000011.SZ,2025-W33
000011.SZ,2025-W34
000011.SZ,2025-W35
000011.SZ,2025-W36
000011.SZ,2025-W37
000011.SZ,2025-W38
000011.SZ,2025-W39
000011.SZ,2025-W42
000011.SZ,2025-W43
000011.SZ,2025-W44
000011.SZ,2025-W45
000011.SZ,2025-W46
000011.SZ,2025-W47
000011.SZ,2025-W48
000011.SZ,2025-W49
000011.SZ,2025-W50
000011.SZ,2025-W51
000011.SZ,2025-W52
000011.SZ,2026-W02
000011.SZ,2026-W03
000011.SZ,2026-W04
000011.SZ,2026-W05
000011.SZ,2026-W06
000011.SZ,2026-W07
000011.SZ,2026-W10
000011.SZ,2026-W11
000011.SZ,2026-W12
000011.SZ,2026-W13
000011.SZ,2026-W14
000011.SZ,2026-W16
000011.SZ,2026-W17
000011.SZ,2026-W20
000011.SZ,2026-W21
000011.SZ,2026-W22
000011.SZ,2026-W23
000012.SZ,2023-W24
000012.SZ,2023-W26
000012.SZ,2023-W27
000012.SZ,2023-W28
000012.SZ,2023-W29
000012.SZ,2023-W30
000012.SZ,2023-W31
000012.SZ,2023-W32
000012.SZ,2023-W33
000012.SZ,2023-W34
000012.SZ,2023-W35
000012.SZ,2023-W36
000012.SZ,2023-W37
000012.SZ,2023-W38
000012.SZ,2023-W41
000012.SZ,2023-W42
000012.SZ,2023-W43
000012.SZ,2023-W44
000012.SZ,2023-W45
000012.SZ,2023-W46
000012.SZ,2023-W47
000012.SZ,2023-W48
000012.SZ,2023-W49
000012.SZ,2023-W50
000012.SZ,2023-W51
000012.SZ,2023-W52
000012.SZ,2024-W02
000012.SZ,2024-W03
000012.SZ,2024-W04
000012.SZ,2024-W05
000012.SZ,2024-W08
000012.SZ,2024-W09
000012.SZ,2024-W10
000012.SZ,2024-W11
000012.SZ,2024-W12
000012.SZ,2024-W13
000012.SZ,2024-W15
000012.SZ,2024-W16
000012.SZ,2024-W17
000012.SZ,2024-W19
000012.SZ,2024-W20
000012.SZ,2024-W21
000012.SZ,2024-W22
000012.SZ,2024-W23
000012.SZ,2024-W25
000012.SZ,2024-W26
000012.SZ,2024-W27
000012.SZ,2024-W28
000012.SZ,2024-W29
000012.SZ,2024-W30
000012.SZ,2024-W31
000012.SZ,2024-W32
000012.SZ,2024-W33
000012.SZ,2024-W34
000012.SZ,2024-W35
000012.SZ,2024-W36
000012.SZ,2024-W37
000012.SZ,2024-W39
000012.SZ,2024-W42
000012.SZ,2024-W43
000012.SZ,2024-W44
000012.SZ,2024-W45
000012.SZ,2024-W46
000012.SZ,2024-W47
000012.SZ,2024-W48
000012.SZ,2024-W49
000012.SZ,2024-W50
000012.SZ,2024-W51
000012.SZ,2024-W52
000012.SZ,2025-W02
000012.SZ,2025-W03
000012.SZ,2025-W04
000012.SZ,2025-W07
000012.SZ,2025-W08
000012.SZ,2025-W09
000012.SZ,2025-W10
000012.SZ,2025-W11
000012.SZ,2025-W12
000012.SZ,2025-W13
000012.SZ,2025-W15
000012.SZ,2025-W16
000012.SZ,2025-W17
000012.SZ,2025-W20
000012.SZ,2025-W21
000012.SZ,2025-W22
000012.SZ,2025-W24
000012.SZ,2025-W25
000012.SZ,2025-W26
000012.SZ,2025-W27
000012.SZ,2025-W28
000012.SZ,2025-W29
000012.SZ,2025-W30
000012.SZ,2025-W31
000012.SZ,2025-W32
000012.SZ,2025-W33
000012.SZ,2025-W34
000012.SZ,2025-W35
000012.SZ,2025-W36
000012.SZ,2025-W37
000012.SZ,2025-W38
000012.SZ,2025-W39
000012.SZ,2025-W42
000012.SZ,2025-W43
000012.SZ,2025-W44
000012.SZ,2025-W45
000012.SZ,2025-W46
000012.SZ,2025-W47
000012.SZ,2025-W48
000012.SZ,2025-W49
000012.SZ,2025-W50
000012.SZ,2025-W51
000012.SZ,2025-W52
000012.SZ,2026-W02
000012.SZ,2026-W03
000012.SZ,2026-W04
000012.SZ,2026-W05
000012.SZ,2026-W06
000012.SZ,2026-W07
000012.SZ,2026-W10
000012.SZ,2026-W11
000012.SZ,2026-W12
000012.SZ,2026-W13
000012.SZ,2026-W14
000012.SZ,2026-W16
000012.SZ,2026-W17
000012.SZ,2026-W20
000012.SZ,2026-W21
000012.SZ,2026-W22
000012.SZ,2026-W23
000014.SZ,2023-W24
000014.SZ,2023-W26
000014.SZ,2023-W27
000014.SZ,2023-W28
000014.SZ,2023-W29
000014.SZ,2023-W30
000014.SZ,2023-W31
000014.SZ,2023-W32
000014.SZ,2023-W33
000014.SZ,2023-W34
000014.SZ,2023-W35
000014.SZ,2023-W36
000014.SZ,2023-W37
000014.SZ,2023-W38
000014.SZ,2023-W41
000014.SZ,2023-W42
000014.SZ,2023-W43
000014.SZ,2023-W44
000014.SZ,2023-W45
000014.SZ,2023-W46
000014.SZ,2023-W47
000014.SZ,2023-W48
000014.SZ,2023-W49
000014.SZ,2023-W50
000014.SZ,2023-W51
000014.SZ,2023-W52
000014.SZ,2024-W02
000014.SZ,2024-W03
000014.SZ,2024-W04
000014.SZ,2024-W05
000014.SZ,2024-W08
000014.SZ,2024-W09
000014.SZ,2024-W10
000014.SZ,2024-W11
000014.SZ,2024-W12
000014.SZ,2024-W13
000014.SZ,2024-W15
000014.SZ,2024-W16
000014.SZ,2024-W17
000014.SZ,2024-W19
000014.SZ,2024-W20
000014.SZ,2024-W21
000014.SZ,2024-W22
000014.SZ,2024-W23
000014.SZ,2024-W25
000014.SZ,2024-W26
000014.SZ,2024-W27
000014.SZ,2024-W28
000014.SZ,2024-W29
000014.SZ,2024-W30
000014.SZ,2024-W31
000014.SZ,2024-W32
000014.SZ,2024-W33
000014.SZ,2024-W34
000014.SZ,2024-W35
000014.SZ,2024-W36
000014.SZ,2024-W37
000014.SZ,2024-W39
000014.SZ,2024-W42
000014.SZ,2024-W43
000014.SZ,2024-W44
000014.SZ,2024-W45
000014.SZ,2024-W46
000014.SZ,2024-W47
000014.SZ,2024-W48
000014.SZ,2024-W49
000014.SZ,2024-W50
000014.SZ,2024-W51
000014.SZ,2024-W52
000014.SZ,2025-W02
000014.SZ,2025-W03
000014.SZ,2025-W04
000014.SZ,2025-W07
000014.SZ,2025-W08
000014.SZ,2025-W09
000014.SZ,2025-W10
000014.SZ,2025-W11
000014.SZ,2025-W12
000014.SZ,2025-W13
000014.SZ,2025-W15
000014.SZ,2025-W16
000014.SZ,2025-W17
000014.SZ,2025-W20
000014.SZ,2025-W21
000014.SZ,2025-W22
000014.SZ,2025-W24
000014.SZ,2025-W25
000014.SZ,2025-W26
000014.SZ,2025-W27
000014.SZ,2025-W28
000014.SZ,2025-W29
000014.SZ,2025-W30
000014.SZ,2025-W31
000014.SZ,2025-W32
000014.SZ,2025-W33
000014.SZ,2025-W34
000014.SZ,2025-W35
000014.SZ,2025-W36
000014.SZ,2025-W37
000014.SZ,2025-W38
000014.SZ,2025-W39
000014.SZ,2025-W42
000014.SZ,2025-W43
000014.SZ,2025-W44
000014.SZ,2025-W45
000014.SZ,2025-W46
000014.SZ,2025-W47
000014.SZ,2025-W48
000014.SZ,2025-W49
000014.SZ,2025-W50
000014.SZ,2025-W51
000014.SZ,2025-W52
000014.SZ,2026-W02
000014.SZ,2026-W03
000014.SZ,2026-W04
000014.SZ,2026-W05
000014.SZ,2026-W06
000014.SZ,2026-W07
000014.SZ,2026-W10
000014.SZ,2026-W11
000014.SZ,2026-W12
000014.SZ,2026-W13
000014.SZ,2026-W14
000014.SZ,2026-W16
000014.SZ,2026-W17
000014.SZ,2026-W20
000014.SZ,2026-W21
000014.SZ,2026-W22
000014.SZ,2026-W23
000016.SZ,2023-W24
000016.SZ,2023-W26
000016.SZ,2023-W27
000016.SZ,2023-W28
000016.SZ,2023-W29
000016.SZ,2023-W30
000016.SZ,2023-W31
000016.SZ,2023-W32
000016.SZ,2023-W33
000016.SZ,2023-W34
000016.SZ,2023-W35
000016.SZ,2023-W36
000016.SZ,2023-W37
000016.SZ,2023-W38
000016.SZ,2023-W41
000016.SZ,2023-W42
000016.SZ,2023-W43
000016.SZ,2023-W44
000016.SZ,2023-W45
000016.SZ,2023-W46
000016.SZ,2023-W47
000016.SZ,2023-W48
000016.SZ,2023-W49
000016.SZ,2023-W50
000016.SZ,2023-W51
000016.SZ,2023-W52
000016.SZ,2024-W02
000016.SZ,2024-W03
000016.SZ,2024-W04
000016.SZ,2024-W05
000016.SZ,2024-W08
000016.SZ,2024-W09
000016.SZ,2024-W10
000016.SZ,2024-W11
000016.SZ,2024-W12
000016.SZ,2024-W13
000016.SZ,2024-W15
000016.SZ,2024-W16
000016.SZ,2024-W17
000016.SZ,2024-W19
000016.SZ,2024-W20
000016.SZ,2024-W21
000016.SZ,2024-W22
000016.SZ,2024-W23
000016.SZ,2024-W25
000016.SZ,2024-W26
000016.SZ,2024-W27
000016.SZ,2024-W28
000016.SZ,2024-W29
000016.SZ,2024-W30
000016.SZ,2024-W31
000016.SZ,2024-W32
000016.SZ,2024-W33
000016.SZ,2024-W34
000016.SZ,2024-W35
000016.SZ,2024-W36
000016.SZ,2024-W37
000016.SZ,2024-W39
000016.SZ,2024-W42
000016.SZ,2024-W43
000016.SZ,2024-W44
000016.SZ,2024-W45
000016.SZ,2024-W46
000016.SZ,2024-W47
000016.SZ,2024-W48
000016.SZ,2024-W49
000016.SZ,2024-W50
000016.SZ,2024-W51
000016.SZ,2024-W52
000016.SZ,2025-W04
000016.SZ,2025-W07
000016.SZ,2025-W08
000016.SZ,2025-W09
000016.SZ,2025-W10
000016.SZ,2025-W11
000016.SZ,2025-W12
000016.SZ,2025-W13
000016.SZ,2025-W15
000016.SZ,2025-W16
000016.SZ,2025-W17
000016.SZ,2025-W20
000016.SZ,2025-W21
000016.SZ,2025-W22
000016.SZ,2025-W24
000016.SZ,2025-W25
000016.SZ,2025-W26
000016.SZ,2025-W27
000016.SZ,2025-W28
000016.SZ,2025-W29
000016.SZ,2025-W30
000016.SZ,2025-W31
000016.SZ,2025-W32
000016.SZ,2025-W33
000016.SZ,2025-W34
000016.SZ,2025-W35
000016.SZ,2025-W36
000016.SZ,2025-W37
000016.SZ,2025-W38
000016.SZ,2025-W39
000016.SZ,2025-W42
000016.SZ,2025-W43
000016.SZ,2025-W44
000016.SZ,2025-W45
000016.SZ,2025-W46
000016.SZ,2025-W47
000016.SZ,2025-W48
000016.SZ,2025-W49
000016.SZ,2025-W50
000016.SZ,2025-W51
000016.SZ,2025-W52
000016.SZ,2026-W02
000016.SZ,2026-W03
000016.SZ,2026-W04
000016.SZ,2026-W05
000016.SZ,2026-W06
000016.SZ,2026-W07
000016.SZ,2026-W10
000016.SZ,2026-W11
000016.SZ,2026-W12
000016.SZ,2026-W13
000016.SZ,2026-W14
000016.SZ,2026-W16
000016.SZ,2026-W17
000016.SZ,2026-W20
000016.SZ,2026-W21
000016.SZ,2026-W22
000016.SZ,2026-W23
000017.SZ,2023-W24
000017.SZ,2023-W26
000017.SZ,2023-W27
000017.SZ,2023-W28
000017.SZ,2023-W29
000017.SZ,2023-W30
000017.SZ,2023-W31
000017.SZ,2023-W32
000017.SZ,2023-W33
000017.SZ,2023-W34
000017.SZ,2023-W35
000017.SZ,2023-W36
000017.SZ,2023-W37
000017.SZ,2023-W38
000017.SZ,2023-W41
000017.SZ,2023-W42
000017.SZ,2023-W43
000017.SZ,2023-W44
000017.SZ,2023-W45
000017.SZ,2023-W46
000017.SZ,2023-W47
000017.SZ,2023-W48
000017.SZ,2023-W49
000017.SZ,2023-W50
000017.SZ,2023-W51
000017.SZ,2023-W52
000017.SZ,2024-W02
000017.SZ,2024-W03
000017.SZ,2024-W04
000017.SZ,2024-W05
000017.SZ,2024-W08
000017.SZ,2024-W09
000017.SZ,2024-W10
000017.SZ,2024-W11
000017.SZ,2024-W12
000017.SZ,2024-W13
000017.SZ,2024-W15
000017.SZ,2024-W16
000017.SZ,2024-W17
000017.SZ,2024-W19
000017.SZ,2024-W20
000017.SZ,2024-W21
000017.SZ,2024-W22
000017.SZ,2024-W23
000017.SZ,2024-W25
000017.SZ,2024-W26
000017.SZ,2024-W27
000017.SZ,2024-W28
000017.SZ,2024-W29
000017.SZ,2024-W30
000017.SZ,2024-W31
000017.SZ,2024-W32
000017.SZ,2024-W33
000017.SZ,2024-W34
000017.SZ,2024-W35
000017.SZ,2024-W36
000017.SZ,2024-W37
000017.SZ,2024-W39
000017.SZ,2024-W42
000017.SZ,2024-W43
000017.SZ,2024-W44
000017.SZ,2024-W45
000017.SZ,2024-W46
000017.SZ,2024-W47
000017.SZ,2024-W48
000017.SZ,2024-W49
000017.SZ,2024-W50
000017.SZ,2024-W51
000017.SZ,2024-W52
000017.SZ,2025-W02
000017.SZ,2025-W03
000017.SZ,2025-W04
000017.SZ,2025-W07
000017.SZ,2025-W08
000017.SZ,2025-W09
000017.SZ,2025-W10
000017.SZ,2025-W11
000017.SZ,2025-W12
000017.SZ,2025-W13
000017.SZ,2025-W15
000017.SZ,2025-W16
000017.SZ,2025-W17
000017.SZ,2025-W20
000017.SZ,2025-W21
000017.SZ,2025-W22
000017.SZ,2025-W24
000017.SZ,2025-W25
000017.SZ,2025-W26
000017.SZ,2025-W27
000017.SZ,2025-W28
000017.SZ,2025-W29
000017.SZ,2025-W30
000017.SZ,2025-W31
000017.SZ,2025-W32
000017.SZ,2025-W33
000017.SZ,2025-W34
000017.SZ,2025-W35
000017.SZ,2025-W36
000017.SZ,2025-W37
000017.SZ,2025-W38
000017.SZ,2025-W39
000017.SZ,2025-W42
000017.SZ,2025-W43
000017.SZ,2025-W44
000017.SZ,2025-W45
000017.SZ,2025-W46
000017.SZ,2025-W47
000017.SZ,2025-W48
000017.SZ,2025-W49
000017.SZ,2025-W50
000017.SZ,2025-W51
000017.SZ,2025-W52
000017.SZ,2026-W02
000017.SZ,2026-W03
000017.SZ,2026-W04
000017.SZ,2026-W05
000017.SZ,2026-W06
000017.SZ,2026-W07
000017.SZ,2026-W10
000017.SZ,2026-W11
000017.SZ,2026-W12
000017.SZ,2026-W13
000017.SZ,2026-W14
000017.SZ,2026-W16
000017.SZ,2026-W17
000017.SZ,2026-W20
000017.SZ,2026-W21
000017.SZ,2026-W22
000017.SZ,2026-W23
000019.SZ,2023-W24
000019.SZ,2023-W26
000019.SZ,2023-W27
000019.SZ,2023-W28
000019.SZ,2023-W29
000019.SZ,2023-W30
000019.SZ,2023-W31
000019.SZ,2023-W32
000019.SZ,2023-W33
000019.SZ,2023-W34
000019.SZ,2023-W35
000019.SZ,2023-W36
000019.SZ,2023-W37
000019.SZ,2023-W38
000019.SZ,2023-W41
000019.SZ,2023-W42
000019.SZ,2023-W43
000019.SZ,2023-W44
000019.SZ,2023-W45
000019.SZ,2023-W46
000019.SZ,2023-W47
000019.SZ,2023-W48
000019.SZ,2023-W49
000019.SZ,2023-W50
000019.SZ,2023-W51
000019.SZ,2023-W52
000019.SZ,2024-W02
000019.SZ,2024-W03
000019.SZ,2024-W04
000019.SZ,2024-W05
000019.SZ,2024-W08
000019.SZ,2024-W09
000019.SZ,2024-W10
000019.SZ,2024-W11
000019.SZ,2024-W12
000019.SZ,2024-W13
000019.SZ,2024-W15
000019.SZ,2024-W16
000019.SZ,2024-W17
000019.SZ,2024-W19
000019.SZ,2024-W20
000019.SZ,2024-W21
000019.SZ,2024-W22
000019.SZ,2024-W23
000019.SZ,2024-W25
000019.SZ,2024-W26
000019.SZ,2024-W27
000019.SZ,2024-W28
000019.SZ,2024-W29
000019.SZ,2024-W30
000019.SZ,2024-W31
000019.SZ,2024-W32
000019.SZ,2024-W33
000019.SZ,2024-W34
000019.SZ,2024-W35
000019.SZ,2024-W36
000019.SZ,2024-W37
000019.SZ,2024-W39
000019.SZ,2024-W42
000019.SZ,2024-W43
000019.SZ,2024-W44
000019.SZ,2024-W45
000019.SZ,2024-W46
000019.SZ,2024-W47
000019.SZ,2024-W48
000019.SZ,2024-W49
000019.SZ,2024-W50
000019.SZ,2024-W51
000019.SZ,2024-W52
000019.SZ,2025-W02
000019.SZ,2025-W03
000019.SZ,2025-W04
000019.SZ,2025-W07
000019.SZ,2025-W08
000019.SZ,2025-W09
000019.SZ,2025-W10
000019.SZ,2025-W11
000019.SZ,2025-W12
000019.SZ,2025-W13
000019.SZ,2025-W15
000019.SZ,2025-W16
000019.SZ,2025-W17
000019.SZ,2025-W20
000019.SZ,2025-W21
000019.SZ,2025-W22
000019.SZ,2025-W24
000019.SZ,2025-W25
000019.SZ,2025-W26
000019.SZ,2025-W27
000019.SZ,2025-W28
000019.SZ,2025-W29
000019.SZ,2025-W30
000019.SZ,2025-W31
000019.SZ,2025-W32
000019.SZ,2025-W33
000019.SZ,2025-W34
000019.SZ,2025-W35
000019.SZ,2025-W36
000019.SZ,2025-W37
000019.SZ,2025-W38
000019.SZ,2025-W39
000019.SZ,2025-W42
000019.SZ,2025-W43
000019.SZ,2025-W44
000019.SZ,2025-W45
000019.SZ,2025-W46
000019.SZ,2025-W47
000019.SZ,2025-W48
000019.SZ,2025-W49
000019.SZ,2025-W50
000019.SZ,2025-W51
000019.SZ,2025-W52
000019.SZ,2026-W02
000019.SZ,2026-W03
000019.SZ,2026-W04
000019.SZ,2026-W05
000019.SZ,2026-W06
000019.SZ,2026-W07
000019.SZ,2026-W10
000019.SZ,2026-W11
000019.SZ,2026-W12
000019.SZ,2026-W13
000019.SZ,2026-W14
000019.SZ,2026-W16
000019.SZ,2026-W17
000019.SZ,2026-W20
000019.SZ,2026-W21
000019.SZ,2026-W22
000019.SZ,2026-W23
000020.SZ,2023-W24
000020.SZ,2023-W26
000020.SZ,2023-W27
000020.SZ,2023-W28
000020.SZ,2023-W29
000020.SZ,2023-W30
000020.SZ,2023-W31
000020.SZ,2023-W32
000020.SZ,2023-W33
000020.SZ,2023-W34
000020.SZ,2023-W35
000020.SZ,2023-W36
000020.SZ,2023-W37
000020.SZ,2023-W38
000020.SZ,2023-W41
000020.SZ,2023-W42
000020.SZ,2023-W43
000020.SZ,2023-W44
000020.SZ,2023-W45
000020.SZ,2023-W46
000020.SZ,2023-W47
000020.SZ,2023-W48
000020.SZ,2023-W49
000020.SZ,2023-W50
000020.SZ,2023-W51
000020.SZ,2023-W52
000020.SZ,2024-W02
000020.SZ,2024-W03
000020.SZ,2024-W04
000020.SZ,2024-W05
000020.SZ,2024-W08
000020.SZ,2024-W09
000020.SZ,2024-W10
000020.SZ,2024-W11
000020.SZ,2024-W12
000020.SZ,2024-W13
000020.SZ,2024-W15
000020.SZ,2024-W16
000020.SZ,2024-W17
000020.SZ,2024-W19
000020.SZ,2024-W20
000020.SZ,2024-W21
000020.SZ,2024-W22
000020.SZ,2024-W23
000020.SZ,2024-W25
000020.SZ,2024-W26
000020.SZ,2024-W27
000020.SZ,2024-W28
000020.SZ,2024-W29
000020.SZ,2024-W30
000020.SZ,2024-W31
000020.SZ,2024-W32
000020.SZ,2024-W33
000020.SZ,2024-W34
000020.SZ,2024-W35
000020.SZ,2024-W36
000020.SZ,2024-W37
000020.SZ,2024-W39
000020.SZ,2024-W42
000020.SZ,2024-W43
000020.SZ,2024-W44
000020.SZ,2024-W45
000020.SZ,2024-W46
000020.SZ,2024-W47
000020.SZ,2024-W48
000020.SZ,2024-W49
000020.SZ,2024-W50
000020.SZ,2024-W51
000020.SZ,2024-W52
000020.SZ,2025-W02
000020.SZ,2025-W03
000020.SZ,2025-W04
000020.SZ,2025-W07
000020.SZ,2025-W08
000020.SZ,2025-W09
000020.SZ,2025-W10
000020.SZ,2025-W11
000020.SZ,2025-W12
000020.SZ,2025-W13
000020.SZ,2025-W15
000020.SZ,2025-W16
000020.SZ,2025-W17
000020.SZ,2025-W20
000020.SZ,2025-W21
000020.SZ,2025-W22
000020.SZ,2025-W24
000020.SZ,2025-W25
000020.SZ,2025-W26
000020.SZ,2025-W27
000020.SZ,2025-W28
000020.SZ,2025-W29
000020.SZ,2025-W30
000020.SZ,2025-W31
000020.SZ,2025-W32
000020.SZ,2025-W33
000020.SZ,2025-W34
000020.SZ,2025-W35
000020.SZ,2025-W36
000020.SZ,2025-W37
000020.SZ,2025-W38
000020.SZ,2025-W39
000020.SZ,2025-W42
000020.SZ,2025-W43
000020.SZ,2025-W44
000020.SZ,2025-W45
000020.SZ,2025-W46
000020.SZ,2025-W47
000020.SZ,2025-W48
000020.SZ,2025-W49
000020.SZ,2025-W50
000020.SZ,2025-W51
000020.SZ,2025-W52
000020.SZ,2026-W02
000020.SZ,2026-W03
000020.SZ,2026-W04
000020.SZ,2026-W05
000020.SZ,2026-W06
000020.SZ,2026-W07
000020.SZ,2026-W10
000020.SZ,2026-W11
000020.SZ,2026-W12
000020.SZ,2026-W13
000020.SZ,2026-W14
000020.SZ,2026-W16
000020.SZ,2026-W17
000020.SZ,2026-W20
000020.SZ,2026-W21
000020.SZ,2026-W22
000020.SZ,2026-W23
000021.SZ,2023-W24
000021.SZ,2023-W26
000021.SZ,2023-W27
000021.SZ,2023-W28
000021.SZ,2023-W29
000021.SZ,2023-W30
000021.SZ,2023-W31
000021.SZ,2023-W32
000021.SZ,2023-W33
000021.SZ,2023-W34
000021.SZ,2023-W35
000021.SZ,2023-W36
000021.SZ,2023-W37
000021.SZ,2023-W38
000021.SZ,2023-W41
000021.SZ,2023-W42
000021.SZ,2023-W43
000021.SZ,2023-W44
000021.SZ,2023-W45
000021.SZ,2023-W46
000021.SZ,2023-W47
000021.SZ,2023-W48
000021.SZ,2023-W49
000021.SZ,2023-W50
000021.SZ,2023-W51
000021.SZ,2023-W52
000021.SZ,2024-W02
000021.SZ,2024-W03
000021.SZ,2024-W04
000021.SZ,2024-W05
000021.SZ,2024-W08
000021.SZ,2024-W09
000021.SZ,2024-W10
000021.SZ,2024-W11
000021.SZ,2024-W12
000021.SZ,2024-W13
000021.SZ,2024-W15
000021.SZ,2024-W16
000021.SZ,2024-W17
000021.SZ,2024-W19
000021.SZ,2024-W20
000021.SZ,2024-W21
000021.SZ,2024-W22
000021.SZ,2024-W23
000021.SZ,2024-W25
000021.SZ,2024-W26
000021.SZ,2024-W27
000021.SZ,2024-W28
000021.SZ,2024-W29
000021.SZ,2024-W30
000021.SZ,2024-W31
000021.SZ,2024-W32
000021.SZ,2024-W33
000021.SZ,2024-W34
000021.SZ,2024-W35
000021.SZ,2024-W36
000021.SZ,2024-W37
000021.SZ,2024-W39
000021.SZ,2024-W42
000021.SZ,2024-W43
000021.SZ,2024-W44
000021.SZ,2024-W45
000021.SZ,2024-W46
000021.SZ,2024-W47
000021.SZ,2024-W48
000021.SZ,2024-W49
000021.SZ,2024-W50
000021.SZ,2024-W51
000021.SZ,2024-W52
000021.SZ,2025-W02
000021.SZ,2025-W03
000021.SZ,2025-W04
000021.SZ,2025-W07
000021.SZ,2025-W08
000021.SZ,2025-W09
000021.SZ,2025-W10
000021.SZ,2025-W11
000021.SZ,2025-W12
000021.SZ,2025-W13
000021.SZ,2025-W15
000021.SZ,2025-W16
000021.SZ,2025-W17
000021.SZ,2025-W20
000021.SZ,2025-W21
000021.SZ,2025-W22
000021.SZ,2025-W24
000021.SZ,2025-W25
000021.SZ,2025-W26
000021.SZ,2025-W27
000021.SZ,2025-W28
000021.SZ,2025-W29
000021.SZ,2025-W30
000021.SZ,2025-W31
000021.SZ,2025-W32
000021.SZ,2025-W33
000021.SZ,2025-W34
000021.SZ,2025-W35
000021.SZ,2025-W36
000021.SZ,2025-W37
000021.SZ,2025-W38
000021.SZ,2025-W39
000021.SZ,2025-W42
000021.SZ,2025-W43
000021.SZ,2025-W44
000021.SZ,2025-W45
000021.SZ,2025-W46
000021.SZ,2025-W47
000021.SZ,2025-W48
000021.SZ,2025-W49
000021.SZ,2025-W50
000021.SZ,2025-W51
000021.SZ,2025-W52
000021.SZ,2026-W02
000021.SZ,2026-W03
000021.SZ,2026-W04
000021.SZ,2026-W05
000021.SZ,2026-W06
000021.SZ,2026-W07
000021.SZ,2026-W10
000021.SZ,2026-W11
000021.SZ,2026-W12
000021.SZ,2026-W13
000021.SZ,2026-W14
000021.SZ,2026-W16
000021.SZ,2026-W17
000021.SZ,2026-W20
000021.SZ,2026-W21
000021.SZ,2026-W22
000021.SZ,2026-W23
000025.SZ,2023-W24
000025.SZ,2023-W26
000025.SZ,2023-W27
000025.SZ,2023-W28
000025.SZ,2023-W29
000025.SZ,2023-W30
000025.SZ,2023-W31
000025.SZ,2023-W32
000025.SZ,2023-W33
000025.SZ,2023-W34
000025.SZ,2023-W35
000025.SZ,2023-W36
000025.SZ,2023-W37
000025.SZ,2023-W38
000025.SZ,2023-W41
000025.SZ,2023-W42
000025.SZ,2023-W43
000025.SZ,2023-W44
000025.SZ,2023-W45
000025.SZ,2023-W46
000025.SZ,2023-W47
000025.SZ,2023-W48
000025.SZ,2023-W49
000025.SZ,2023-W50
000025.SZ,2023-W51
000025.SZ,2023-W52
000025.SZ,2024-W02
000025.SZ,2024-W03
000025.SZ,2024-W04
000025.SZ,2024-W05
000025.SZ,2024-W08
000025.SZ,2024-W09
000025.SZ,2024-W10
000025.SZ,2024-W11
000025.SZ,2024-W12
000025.SZ,2024-W13
000025.SZ,2024-W15
000025.SZ,2024-W16
000025.SZ,2024-W17
000025.SZ,2024-W19
000025.SZ,2024-W20
000025.SZ,2024-W21
000025.SZ,2024-W22
000025.SZ,2024-W23
000025.SZ,2024-W25
000025.SZ,2024-W26
000025.SZ,2024-W27
000025.SZ,2024-W28
000025.SZ,2024-W29
000025.SZ,2024-W30
000025.SZ,2024-W31
000025.SZ,2024-W32
000025.SZ,2024-W33
000025.SZ,2024-W34
000025.SZ,2024-W35
000025.SZ,2024-W36
000025.SZ,2024-W37
000025.SZ,2024-W39
000025.SZ,2024-W42
000025.SZ,2024-W43
000025.SZ,2024-W44
000025.SZ,2024-W45
000025.SZ,2024-W46
000025.SZ,2024-W47
000025.SZ,2024-W48
000025.SZ,2024-W49
000025.SZ,2024-W50
000025.SZ,2024-W51
000025.SZ,2024-W52
000025.SZ,2025-W02
000025.SZ,2025-W03
000025.SZ,2025-W04
000025.SZ,2025-W07
000025.SZ,2025-W08
000025.SZ,2025-W09
000025.SZ,2025-W10
000025.SZ,2025-W11
000025.SZ,2025-W12
000025.SZ,2025-W13
000025.SZ,2025-W15
000025.SZ,2025-W16
000025.SZ,2025-W17
000025.SZ,2025-W20
000025.SZ,2025-W21
000025.SZ,2025-W22
000025.SZ,2025-W24
000025.SZ,2025-W25
000025.SZ,2025-W26
000025.SZ,2025-W27
000025.SZ,2025-W28
000025.SZ,2025-W29
000025.SZ,2025-W30
000025.SZ,2025-W31
000025.SZ,2025-W32
000025.SZ,2025-W33
